supplier_id,importance,fabric_category,date,max_line_limit
3000581,核心,,,
3001249,合格,牛仔,2022-10-08,4.0
3001249,合格,牛仔,2022-10-10,4.0
3001249,合格,牛仔,2022-10-11,4.0
3001249,合格,牛仔,2022-10-12,4.0
3001249,合格,牛仔,2022-10-13,4.0
3001249,合格,牛仔,2022-10-14,4.0
3001249,合格,牛仔,2022-10-15,4.0
3001249,合格,牛仔,2022-10-17,4.0
3001249,合格,牛仔,2022-10-18,4.0
3001249,合格,牛仔,2022-10-19,4.0
3001249,合格,牛仔,2022-10-20,4.0
3001249,合格,牛仔,2022-10-21,4.0
3001249,合格,牛仔,2022-10-22,4.0
3001249,合格,牛仔,2022-10-24,4.0
3001249,合格,牛仔,2022-10-25,4.0
3001249,合格,牛仔,2022-10-26,4.0
3001249,合格,牛仔,2022-10-27,4.0
3001249,合格,牛仔,2022-10-28,4.0
3001249,合格,牛仔,2022-10-29,4.0
3001249,合格,牛仔,2022-10-31,4.0
3001249,合格,牛仔,2022-11-01,4.0
3001249,合格,牛仔,2022-11-02,4.0
3001249,合格,牛仔,2022-11-03,4.0
3001249,合格,牛仔,2022-11-04,4.0
3001249,合格,牛仔,2022-11-05,4.0
3001249,合格,牛仔,2022-11-07,4.0
3001249,合格,牛仔,2022-11-08,4.0
3001249,合格,牛仔,2022-11-09,4.0
3001249,合格,牛仔,2022-11-10,4.0
3001249,合格,牛仔,2022-11-11,4.0
3001249,合格,牛仔,2022-11-12,4.0
3001249,合格,牛仔,2022-11-14,4.0
3001249,合格,牛仔,2022-11-15,4.0
3001249,合格,牛仔,2022-11-16,4.0
3001249,合格,牛仔,2022-11-17,4.0
3001249,合格,牛仔,2022-11-18,4.0
3001249,合格,牛仔,2022-11-19,4.0
3001249,合格,牛仔,2022-11-21,4.0
3001249,合格,牛仔,2022-11-22,4.0
3001249,合格,牛仔,2022-11-23,4.0
3001249,合格,牛仔,2022-11-24,4.0
3001249,合格,牛仔,2022-11-25,4.0
3001249,合格,牛仔,2022-11-26,4.0
3001249,合格,牛仔,2022-11-28,4.0
3001249,合格,牛仔,2022-11-29,4.0
3001249,合格,牛仔,2022-11-30,4.0
3001249,合格,牛仔,2022-12-01,27875.0
3001249,合格,牛仔,2022-12-02,27875.0
3001249,合格,牛仔,2022-12-03,27875.0
3001249,合格,牛仔,2022-12-05,27875.0
3001249,合格,牛仔,2022-12-06,27875.0
3001249,合格,牛仔,2022-12-07,27875.0
3001249,合格,牛仔,2022-12-08,27875.0
3001249,合格,牛仔,2022-12-09,27875.0
3001249,合格,牛仔,2022-12-10,27875.0
3001249,合格,牛仔,2022-12-12,27875.0
3001249,合格,牛仔,2022-12-13,27875.0
3001249,合格,牛仔,2022-12-14,27875.0
3001249,合格,牛仔,2022-12-15,27875.0
3001249,合格,牛仔,2022-12-16,27875.0
3001249,合格,牛仔,2022-12-17,27875.0
3001249,合格,牛仔,2022-12-19,27875.0
3001249,合格,牛仔,2022-12-20,27875.0
3001249,合格,牛仔,2022-12-21,27875.0
3001249,合格,牛仔,2022-12-22,27875.0
3001249,合格,牛仔,2022-12-23,27875.0
3001249,合格,牛仔,2022-12-24,27875.0
3001249,合格,牛仔,2022-12-26,27875.0
3001249,合格,牛仔,2022-12-27,27875.0
3001249,合格,牛仔,2022-12-28,27875.0
3001249,合格,牛仔,2022-12-29,27875.0
3001249,合格,牛仔,2022-12-30,27875.0
3001249,合格,牛仔,2022-12-31,27875.0
3001249,合格,牛仔,2023-07-01,0.0
3001249,合格,牛仔,2023-07-03,0.0
3001249,合格,牛仔,2023-07-04,0.0
3001249,合格,牛仔,2023-07-05,0.0
3001249,合格,牛仔,2023-07-06,0.0
3001249,合格,牛仔,2023-07-07,0.0
3001249,合格,牛仔,2023-07-08,0.0
3001249,合格,牛仔,2023-07-10,0.0
3001249,合格,牛仔,2023-07-11,0.0
3001249,合格,牛仔,2023-07-12,0.0
3001249,合格,牛仔,2023-07-13,0.0
3001249,合格,牛仔,2023-07-14,0.0
3001249,合格,牛仔,2023-07-15,0.0
3001249,合格,牛仔,2023-07-17,0.0
3001249,合格,牛仔,2023-07-18,0.0
3001249,合格,牛仔,2023-07-19,0.0
3001249,合格,牛仔,2023-07-20,0.0
3001249,合格,牛仔,2023-07-21,0.0
3001249,合格,牛仔,2023-07-22,0.0
3001249,合格,牛仔,2023-07-24,0.0
3001249,合格,牛仔,2023-07-25,0.0
3001249,合格,牛仔,2023-07-26,0.0
3001249,合格,牛仔,2023-07-27,0.0
3001249,合格,牛仔,2023-07-28,0.0
3001249,合格,牛仔,2023-07-29,0.0
3001249,合格,牛仔,2023-07-31,0.0
3001249,合格,牛仔,2023-08-01,2.0
3001249,合格,牛仔,2023-08-02,2.0
3001249,合格,牛仔,2023-08-03,2.0
3001249,合格,牛仔,2023-08-04,2.0
3001249,合格,牛仔,2023-08-05,2.0
3001249,合格,牛仔,2023-08-07,2.0
3001249,合格,牛仔,2023-08-08,2.0
3001249,合格,牛仔,2023-08-09,2.0
3001249,合格,牛仔,2023-08-10,2.0
3001249,合格,牛仔,2023-08-11,2.0
3001249,合格,牛仔,2023-08-12,2.0
3001249,合格,牛仔,2023-08-14,2.0
3001249,合格,牛仔,2023-08-15,2.0
3001249,合格,牛仔,2023-08-16,2.0
3001249,合格,牛仔,2023-08-17,2.0
3001249,合格,牛仔,2023-08-18,2.0
3001249,合格,牛仔,2023-08-19,2.0
3001249,合格,牛仔,2023-08-21,2.0
3001249,合格,牛仔,2023-08-22,2.0
